Created on,Last change,Name (in database),Code,Internal remark,External remark,Measuring unit,In webshop,Surface item,Short description webshop,Long description webshop,Webshop SEO title,Webshop SEO keyword,Webshop SEO description,Webshop featured product,Rental-/Sales price,Margin price,Critical stock,Type of equipment,Rental/sales,Stock calculation method,Display in planner,Archived,List price,Transport volume,Height,Width,Length,Weight,Empty weight,Power,Current,Default equipment group,The equipment can have content,Physical/Virtual,Content editable in project,Restrict actual content,Price incl. VAT,VAT rate,Has accessories,Number of images,Tags,Current quantity excl. reserved for combinations,Current quantity,Quantity reserved for combinations,Location in default stock location,Total stock per stock location [Fabriek],Location in warehouse per stock location [Fabriek],ID,Created by (Created by),Folder (Folder),Factor group (Factor group),Discount group (Discount group),VAT class (VAT class),Main image (Main image),Ledger - credit (Ledger - credit),Ledger - debit (Ledger - debit),Created on (Serial number),Last change (Serial number),Display name (Serial number),Manufacturer serial number (Serial number),Date of purchase (Serial number),Active (Serial number),Remark (Serial number),Internal reference (Serial number),Guarantee date (Serial number),Replacement date (Serial number),Current book value (Serial number),Tags (Serial number),Seal (Serial number),Actual content from (Serial number),Combination structure (Serial number),ID (Serial number),"Created by (Serial number, Created by)","Equipment (Serial number, Equipment)","Supplier (Serial number, Supplier)","Assigned to (Serial number, Assigned to)","Managed by (Serial number, Managed by)","Main image (Serial number, Main image)","On subproject (Serial number, On subproject)","Lost (Serial number, Lost)","In repair (Serial number, In repair)"
45517.762141204,46223.66587963,Buffettafel met hoes (zwart),0401-011,,,,0,0,,,,,,0,8,0,0,Virtual combination,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,1,Virtual combination,1,All content possible,9.68,0.21,0,0,,11,11,0,,0,,1285,Ruben Dielkens,0401-Meubilair,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45527.44037037,46223.66587963,Cassette Vloer,0501-901,,,,0,0,,,,,,0,0,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,0,0.21,0,0,,0,0,0,,0,,1286,Jente Verbruggen,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.660925926,46223.66587963,Ligger 2.57m,0701-005,,,,0,0,,,,,,0,4,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,257,0,0,0,0,,0,Physical equipment,0,All content possible,4.84,0.21,0,0,,90,90,0,,90,,1287,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.66130787,46223.66587963,Voetspindel,0701-001,,,,0,0,,,,,,0,3,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,3.63,0.21,0,0,,20,20,0,,20,,1288,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.662060185,46223.66587963,Voetrozet,0701-002,,,,0,0,,,,,,0,3,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,3.63,0.21,0,0,,20,20,0,,20,,1289,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.662314815,46223.66587963,Staander 3m,0701-003,,,,0,0,,,,,,0,6,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,7.26,0.21,0,0,,60,60,0,,60,,1290,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.663321759,46223.66587963,Staander 2m,0701-004,,,,0,0,,,,,,0,5,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,6.05,0.21,0,0,,20,20,0,,20,,1291,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.663796296,46223.66587963,Ligger 1.07,0701-006,,,,0,0,,,,,,0,3,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,3.63,0.21,0,0,,40,40,0,,40,,1292,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.664155093,46223.66587963,Ligger 0.4m,0701-007,,,,0,0,,,,,,0,2.5,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,3.025,0.21,0,0,,40,40,0,,40,,1293,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.664618056,46223.66587963,Diagonaal 2.57x50,0701-008,,,,0,0,,,,,,0,0,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,0,0.21,0,0,,4,4,0,,4,,1294,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.664988426,46223.66587963,Console,0701-009,,,,0,0,,,,,,0,5,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,6.05,0.21,0,0,,3,3,0,,3,,1295,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.666226852,46223.66587963,vloerplaat,0701-010,,,,0,0,,,,,,0,5,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,6.05,0.21,0,0,,41,41,0,,41,,1296,Jente Verbruggen,0701-Podium opbouw,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45529.679918981,46223.66587963,Elektrische Bakplaat Glad,0201-019,,,,0,0,,,,,,0,30,0,0,Physical item,Rental,Bulk,1,0,190,0,23,51,73,31,0,3500,0,,0,Physical equipment,0,All content possible,36.3,0.21,0,1,,1,1,0,,1,,1297,Jente Verbruggen,0201-Catering,Voorbeeld Staffelgroep,,Hoog tarief,download.jfif,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45545.557233796,46223.66587963,Tent 10x40,0501-801,,,,0,0,,,,,,0,15000,0,0,Physical item,Rental,Serialized,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,18150,0.21,0,0,,1,1,0,,1,,1298,Jente Verbruggen,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45551.597708333,45736.970891204,1,,45551,1,,1,,,0,,0,,,589,Jente Verbruggen,Tent 10x40,,,,,,,
45603.3925,46223.66587963,Tent 8x16,0501-009,,,,0,0,,,,,,0,900,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,1089,0.21,0,0,,1,1,0,,1,,1299,Ruben Dielkens,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45642.460520833,46223.66587963,Guirlande (per meter),0301-013,,,,0,0,,,,,,0,1,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,1.21,0.21,0,0,,350,350,0,,350,,1301,Ruben Dielkens,0301-Light,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45775.904756944,46223.66587963,Tent 6x12,0501-010,,,,0,0,,,,,,0,300,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,363,0.21,0,0,,1,1,0,,1,,1329,Jente Verbruggen,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.713391204,46223.66587963,Claret wijnglas 24cl,9998-001,,,,0,0,,,,,,0,0.35,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,0.4235,0.21,0,0,,0,0,0,,0,,1330,Jente Verbruggen,9998-Inhuur Funrent,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.729733796,46223.66587963,Claret champagneglas,9998-812,,,,0,0,,,,,,0,0.35,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,0.4235,0.21,0,0,,0,0,0,,0,,1331,Jente Verbruggen,9998-Inhuur Funrent,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.731041667,46223.66587963,Claret wijnglas 33cl,9998-813,,,,0,0,,,,,,0,0.35,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,0.4235,0.21,0,0,,0,0,0,,0,,1332,Jente Verbruggen,9998-Inhuur Funrent,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.737777778,46223.66587963,bier bank,9998-702,,,,0,0,,,,,,0,4,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,4.84,0.21,0,0,,0,0,0,,0,,1333,Jente Verbruggen,9998-Inhuur Funrent,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.739097222,46223.66587963,Volga stoel wit,9998-703,,,,0,0,,,,,,0,4,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,4.84,0.21,0,0,,0,0,0,,0,,1334,Jente Verbruggen,9998-Inhuur Funrent,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.849444444,46223.66587963,Tafel 180*76,9998-807,,,,0,0,,,,,,0,6,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,7.26,0.21,0,0,,0,0,0,,0,,1335,Jente Verbruggen,9998-Inhuur Funrent,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45809.855358796,46223.66587963,Plankenvloer,9997-001,,,,0,0,,,,,,0,5,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,6.05,0.21,0,0,,0,0,0,,0,,1336,Jente Verbruggen,9997-Inhuur Rent-men,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45934.635902778,46223.66587963,Terras verwarmmer ,0501-011,Paddestoel,,,0,0,,,,,,0,15,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,18.15,0.21,0,0,,1,1,0,1,1,1,1337,Jente Verbruggen,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45934.636076389,46223.66587963,Terras verwarmmer ,0501-012,Design,,,0,0,,,,,,0,20,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,24.2,0.21,0,0,,3,3,0,,3,,1338,Jente Verbruggen,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
45934.636273148,46223.665891204,Warmte kanon,898,,,,0,0,,,,,,0,1,0,0,Physical item,Rental,Bulk,1,0,0,0,0,0,0,0,0,0,0,,0,Physical equipment,0,All content possible,1.21,0.21,0,0,,1,1,0,,1,,1339,Jente Verbruggen,0501-Tenten,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),,,,,,,,,,,,,,,,,,,,,,,,,
