Created on,Last change,Name (in database),Code,Internal remark,External remark,Measuring unit,In webshop,Surface item,Short description webshop,Long description webshop,Webshop SEO title,Webshop SEO keyword,Webshop SEO description,Webshop featured product,Rental-/Sales price,Margin price,Critical stock,Type of equipment,Rental/sales,Stock calculation method,Display in planner,Archived,List price,Transport volume,Height,Width,Length,Weight,Empty weight,Power,Current,Default equipment group,The equipment can have content,Physical/Virtual,Content editable in project,Restrict actual content,Price incl. VAT,VAT rate,Has accessories,Number of images,Tags,Current quantity excl. reserved for combinations,Current quantity,Quantity reserved for combinations,Location in default stock location,Total stock per stock location [Fabriek],Location in warehouse per stock location [Fabriek],ID,Created by (Created by),Folder (Folder),Factor group (Factor group),Discount group (Discount group),VAT class (VAT class),Main image (Main image),Ledger - credit (Ledger - credit),Ledger - debit (Ledger - debit),Created on (Serial number),Last change (Serial number),Display name (Serial number),Manufacturer serial number (Serial number),Date of purchase (Serial number),Active (Serial number),Remark (Serial number),Internal reference (Serial number),Guarantee date (Serial number),Replacement date (Serial number),Current book value (Serial number),Tags (Serial number),Seal (Serial number),Actual content from (Serial number),Combination structure (Serial number),ID (Serial number),"Created by (Serial number, Created by)","Equipment (Serial number, Equipment)","Supplier (Serial number, Supplier)","Assigned to (Serial number, Assigned to)","Managed by (Serial number, Managed by)","Main image (Serial number, Main image)","On subproject (Serial number, On subproject)","Lost (Serial number, Lost)","In repair (Serial number, In repair)"
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 005,540,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,757,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,194,194,45309,1,,,,,0,,0,,,255,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 005,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 006,541,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,758,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,195,195,45309,1,,,,,0,,0,,,256,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 006,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 007,542,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,759,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,196,196,45309,1,,,,,0,,0,,,257,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 007,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 008,543,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,760,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,197,197,45309,1,,,,,0,,0,,,258,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 008,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 009,544,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,761,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,198,198,45309,1,,,,,0,,0,,,259,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 009,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 010,545,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,762,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,199,199,45309,1,,,,,0,,0,,,260,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 010,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 011,546,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,763,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,200,200,45309,1,,,,,0,,0,,,261,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 011,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 012,547,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,764,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,201,201,45309,1,,,,,0,,0,,,262,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 012,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 013,548,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,765,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,202,202,45309,1,,,,,0,,0,,,263,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 013,,,,,,,
45488.945243056,46094.193726852,Clay Paky Alpha Beam Twin Flightcase 014,549,,,,0,0,,,,,,0,0,0,0,Physical combination,Rental,Bulk,0,1,0,0.4725,75,60,105,24,24,0,0,,1,Physical equipment,0,All content possible,0,0.21,0,0,,1,1,0,,1,,766,,,Voorbeeld Staffelgroep,,Hoog tarief,,Verhuur,Verhuur (debet),45309.533125,45736.970891204,203,203,45309,1,,,,,0,,0,,,264,Ruben Dielkens,Clay Paky Alpha Beam Twin Flightcase 014,,,,,,,
